5	1	0
10	2	0
15	3	0
20	4	0
25	4	0
30	5	0
35	5	0
40	6	0
45	6	0
50	7	0
55	8	0
60	9	0
65	10	0
70	11	0
75	11	0
80	12	0
85	13	0
90	14	0
95	15	0
100	15	0
105	16	0
110	17	0
115	18	0
120	19	0
125	19	0
130	20	0
135	21	0
140	22	0
145	23	0
150	23	0
155	24	0
160	25	0
165	26	0
170	27	0
175	27	0
180	28	0
185	29	0
190	30	0
195	31	0
200	31	0
205	32	0
210	33	0
215	34	0
220	35	0
225	35	0
230	36	0
235	37	0
240	38	0
